G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,G_x_Unnamed: 3,G_x_Tm,G_x_Opp,G_x_W,Unnamed: 3_x_Tm,Unnamed: 3_x_Opp,Unnamed: 3_x_W,Tm_x_Opp,Tm_x_W
52,Tue Feb 6 2024,9:00p,,Box Score,,Oklahoma City Thunder,W,,124,117,26,26,W 2,18206,2:08,,,6448,6084,1352,,,,14508,3224
53,Thu Feb 8 2024,9:00p,,Box Score,@,Phoenix Suns,L,,115,129,26,27,L 1,17071,2:11,,,6095,6837,1378,,,,14835,2990
54,Mon Feb 12 2024,9:00p,,Box Score,,Golden State Warriors,L,,107,129,26,28,L 2,18206,2:06,,,5778,6966,1404,,,,13803,2782
55,Wed Feb 14 2024,9:00p,,Box Score,,Los Angeles Lakers,L,,122,138,26,29,L 3,18206,2:06,,,6710,7590,1430,,,,16836,3172
56,Thu Feb 15 2024,9:00p,,Box Score,,Golden State Warriors,L,,137,140,26,30,L 4,18206,2:14,,,7672,7840,1456,,,,19180,3562
57,Thu Feb 22 2024,9:00p,,Box Score,,Charlotte Hornets,L,,107,115,26,31,L 5,18206,2:14,,,6099,6555,1482,,,,12305,2782
58,Sun Feb 25 2024,8:00p,,Box Score,,San Antonio Spurs,W,,128,109,27,31,W 1,18206,2:13,,,7424,6322,1566,,,,13952,3456
59,Tue Feb 27 2024,7:30p,,Box Score,@,Atlanta Hawks,L,,97,124,27,32,L 1,17129,2:05,,,5723,7316,1593,,,,12028,2619
60,Thu Feb 29 2024,7:00p,,Box Score,@,Orlando Magic,L,,107,115,27,33,L 2,17848,2:15,,,6420,6900,1620,,,,12305,2889
61,Sat Mar 2 2024,5:00p,,Box Score,@,Miami Heat,L,,120,126,27,34,L 3,19858,2:14,,,7320,7686,1647,,,,15120,3240
62,Mon Mar 4 2024,9:00p,,Box Score,,Washington Wizards,W,,127,115,28,34,W 1,18206,2:07,,,7874,7130,1736,,,,14605,3556
63,Wed Mar 6 2024,9:00p,,Box Score,,Chicago Bulls,L,,117,119,28,35,L 1,18206,2:13,,,7371,7497,1764,,,,13923,3276
64,Sat Mar 9 2024,9:00p,,Box Score,@,Denver Nuggets,L,,121,142,28,36,L 2,19632,2:12,,,7744,9088,1792,,,,17182,3388
65,Tue Mar 12 2024,9:00p,,Box Score,,Boston Celtics,L,,107,123,28,37,L 3,18206,2:00,,,6955,7995,1820,,,,13161,2996
66,Fri Mar 15 2024,9:30p,,Box Score,,Atlanta Hawks,W,,124,122,29,37,W 1,18206,2:12,,,8184,8052,1914,,,,15128,3596
67,Sat Mar 16 2024,9:30p,,Box Score,,Minnesota Timberwolves,L,,100,119,29,38,L 1,18206,2:08,,,6700,7973,1943,,,,11900,2900
68,Mon Mar 18 2024,9:00p,,Box Score,,Minnesota Timberwolves,L,,104,114,29,39,L 2,18206,2:02,,,7072,7752,1972,,,,11856,3016
69,Wed Mar 20 2024,8:00p,,Box Score,@,Oklahoma City Thunder,L,,107,119,29,40,L 3,18203,2:15,,,7383,8211,2001,,,,12733,3103
70,Thu Mar 21 2024,8:30p,,Box Score,@,Dallas Mavericks,L,,97,113,29,41,L 4,20277,2:19,,,6790,7910,2030,,,,10961,2813
71,Sat Mar 23 2024,8:00p,,Box Score,@,Houston Rockets,L,,119,147,29,42,L 5,18055,2:10,,,8449,10437,2059,,,,17493,3451
72,Mon Mar 25 2024,9:00p,,Box Score,,Dallas Mavericks,L,,105,115,29,43,L 6,18206,2:05,,,7560,8280,2088,,,,12075,3045
73,Wed Mar 27 2024,9:00p,,Box Score,,San Antonio Spurs,L,,111,118,29,44,L 7,18206,2:12,,,8103,8614,2117,,,,13098,3219
74,Fri Mar 29 2024,9:30p,,Box Score,,Houston Rockets,L,,100,101,29,45,L 8,18206,2:12,,,7400,7474,2146,,,,10100,2900
75,Sun Mar 31 2024,9:00p,,Box Score,@,Sacramento Kings,L,,106,127,29,46,L 9,18332,2:13,,,7950,9525,2175,,,,13462,3074
76,Tue Apr 2 2024,9:00p,,Box Score,,Cleveland Cavaliers,L,,113,129,29,47,L 10,18206,2:05,,,8588,9804,2204,,,,14577,3277
77,Fri Apr 5 2024,10:30p,,Box Score,@,Los Angeles Clippers,L,,102,131,29,48,L 11,19370,2:04,,,7854,10087,2233,,,,13362,2958
78,Sun Apr 7 2024,8:30p,,Box Score,@,Golden State Warriors,L,,110,118,29,49,L 12,18064,2:07,,,8580,9204,2262,,,,12980,3190
79,Tue Apr 9 2024,9:00p,,Box Score,,Denver Nuggets,L,,95,111,29,50,L 13,18206,1:58,,,7505,8769,2291,,,,10545,2755
80,Thu Apr 11 2024,9:00p,,Box Score,,Houston Rockets,W,,124,121,30,50,W 1,18206,2:18,,,9920,9680,2400,,,,15004,3720
81,Fri Apr 12 2024,10:30p,,Box Score,@,Los Angeles Clippers,W,,110,109,31,50,W 2,19370,2:07,,,8910,8829,2511,,,,11990,3410
82,Sun Apr 14 2024,3:30p,,Box Score,@,Golden State Warriors,L,,116,123,31,51,L 1,18064,2:04,,,9512,10086,2542,,,,14268,3596
