Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk_x_Age,Rk_x_G,Rk_x_GS,Rk_x_MP,Age_x_G,Age_x_GS,Age_x_MP,G_x_GS,G_x_MP,pca_1,pca_2,pca_3,pca_4,pca_5
368.0,Svi Mykhailiuk,SF,26.0,BOS,41.0,2.0,10.1,1.4,3.3,0.416,1.0,2.6,0.389,0.4,0.7,0.517,0.569,0.1,0.2,0.667,0.3,1.0,1.2,0.9,0.3,0.0,0.3,0.5,4.0,9568.0,15088.0,736.0,3716.7999999999997,1066.0,52.0,262.59999999999997,82.0,414.09999999999997,,,,,
369.0,Larry Nance Jr.,C,31.0,NOP,61.0,0.0,19.9,2.3,4.0,0.573,0.4,1.1,0.415,1.8,2.9,0.631,0.629,0.8,1.0,0.77,1.5,3.5,5.0,1.9,1.0,0.3,0.8,1.6,5.7,11439.0,22509.0,0.0,7343.099999999999,1891.0,0.0,616.9,0.0,1213.8999999999999,,,,,
373.0,Georges Niang,PF,30.0,CLE,82.0,10.0,22.3,3.5,7.7,0.449,1.8,4.8,0.376,1.6,2.9,0.572,0.567,0.6,0.7,0.85,0.3,3.1,3.4,1.2,0.4,0.2,0.9,2.3,9.4,11190.0,30586.0,3730.0,8317.9,2460.0,300.0,669.0,820.0,1828.6000000000001,,,,,
374.0,Daishen Nix,PG,21.0,MIN,15.0,0.0,3.3,0.6,1.6,0.375,0.4,1.1,0.353,0.2,0.5,0.429,0.5,0.2,0.4,0.5,0.1,0.1,0.2,0.4,0.3,0.0,0.3,0.1,1.8,7854.0,5610.0,0.0,1234.2,315.0,0.0,69.3,0.0,49.5,,,,,
375.0,Zeke Nnaji,PF,23.0,DEN,58.0,0.0,9.9,1.2,2.6,0.463,0.1,0.4,0.261,1.1,2.2,0.5,0.483,0.7,1.1,0.677,1.1,1.1,2.2,0.6,0.3,0.7,0.5,1.4,3.2,8625.0,21750.0,0.0,3712.5,1334.0,0.0,227.70000000000002,0.0,574.2,,,,,
376.0,Jaylen Nowell,SG,24.0,TOT,13.0,1.0,16.5,2.6,6.0,0.436,0.5,2.2,0.207,2.2,3.8,0.571,0.474,0.5,0.7,0.778,0.5,1.4,1.8,1.5,0.3,0.2,0.5,1.2,6.2,9024.0,4888.0,376.0,6204.0,312.0,24.0,396.0,13.0,214.5,,,,,
376.0,Jaylen Nowell,SG,24.0,MEM,9.0,1.0,17.3,2.4,6.1,0.4,0.4,2.6,0.174,2.0,3.6,0.563,0.436,0.3,0.3,1.0,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7,9024.0,3384.0,376.0,6504.8,216.0,24.0,415.20000000000005,9.0,155.70000000000002,,,,,
376.0,Jaylen Nowell,SG,24.0,DET,4.0,0.0,14.5,3.0,5.8,0.522,0.5,1.5,0.333,2.5,4.3,0.588,0.565,1.0,1.5,0.667,0.8,1.8,2.5,0.8,0.3,0.5,0.5,0.5,7.5,9024.0,1504.0,0.0,5452.0,96.0,0.0,348.0,0.0,58.0,,,,,
380.0,Jordan Nwora,SF,25.0,TOT,52.0,1.0,13.7,2.7,5.8,0.462,0.8,2.5,0.336,1.8,3.2,0.56,0.535,0.8,1.0,0.83,0.5,2.3,2.9,1.2,0.5,0.3,1.0,0.9,7.0,9500.0,19760.0,380.0,5206.0,1300.0,25.0,342.5,52.0,712.4,,,,,
380.0,Jordan Nwora,SF,25.0,IND,18.0,0.0,10.2,2.1,4.6,0.451,0.6,2.0,0.306,1.4,2.6,0.565,0.518,0.5,0.6,0.818,0.4,1.4,1.8,1.0,0.3,0.1,0.7,1.1,5.2,9500.0,6840.0,0.0,3875.9999999999995,450.0,0.0,254.99999999999997,0.0,183.6,,,,,
380.0,Jordan Nwora,SF,25.0,TOR,34.0,1.0,15.6,3.0,6.4,0.465,1.0,2.8,0.347,2.0,3.6,0.557,0.541,1.0,1.2,0.833,0.6,2.8,3.4,1.3,0.6,0.4,1.2,0.9,7.9,9500.0,12920.0,380.0,5928.0,850.0,25.0,390.0,34.0,530.4,,,,,
