G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,G_x_Unnamed: 3,G_x_Tm,G_x_Opp,G_x_W,Unnamed: 3_x_Tm,Unnamed: 3_x_Opp,Unnamed: 3_x_W,Tm_x_Opp,Tm_x_W
25,Wed Dec 13 2023,7:00p,,Box Score,@,Washington Wizards,W,,142,122,14,11,W 2,14080,2:08,,,3550,3050,350,,,,17324,1988
26,Fri Dec 15 2023,7:00p,,Box Score,@,Charlotte Hornets,W,,112,107,15,11,W 3,16080,2:15,,,2912,2782,390,,,,11984,1680
27,Sun Dec 17 2023,3:30p,,Box Score,@,San Antonio Spurs,W,,146,110,16,11,W 4,18354,2:06,,,3942,2970,432,,,,16060,2336
28,Tue Dec 19 2023,7:30p,,Box Score,,Memphis Grizzlies,L,,113,115,16,12,L 1,18355,2:24,,,3164,3220,448,,,,12995,1808
29,Thu Dec 21 2023,7:30p,,Box Score,@,Cleveland Cavaliers,W,,123,104,17,12,W 1,19432,1:55,,,3567,3016,493,,,,12792,2091
30,Sat Dec 23 2023,7:00p,,Box Score,,Houston Rockets,L,,104,106,17,13,L 1,17399,2:26,,,3120,3180,510,,,,11024,1768
31,Tue Dec 26 2023,8:00p,,Box Score,,Memphis Grizzlies,L,OT,115,116,17,14,L 2,18538,2:51,,,3565,3596,527,,,,13340,1955
32,Thu Dec 28 2023,8:00p,,Box Score,,Utah Jazz,W,,112,105,18,14,W 1,17753,2:07,,,3584,3360,576,,,,11760,2016
33,Sun Dec 31 2023,7:00p,,Box Score,,Los Angeles Lakers,W,,129,109,19,14,W 2,18434,2:07,,,4257,3597,627,,,,14061,2451
34,Tue Jan 2 2024,8:00p,,Box Score,,Brooklyn Nets,W,,112,85,20,14,W 3,16253,1:56,,,3808,2890,680,,,,9520,2240
35,Wed Jan 3 2024,8:00p,,Box Score,@,Minnesota Timberwolves,W,,117,106,21,14,W 4,18024,2:11,,,4095,3710,735,,,,12402,2457
36,Fri Jan 5 2024,8:00p,,Box Score,,Los Angeles Clippers,L,,95,111,21,15,L 1,18329,1:58,,,3420,3996,756,,,,10545,1995
37,Sun Jan 7 2024,6:00p,,Box Score,@,Sacramento Kings,W,,133,100,22,15,W 1,17832,1:56,,,4921,3700,814,,,,13300,2926
38,Wed Jan 10 2024,8:30p,,Box Score,@,Golden State Warriors,W,,141,105,23,15,W 2,18064,2:13,,,5358,3990,874,,,,14805,3243
39,Fri Jan 12 2024,10:00p,,Box Score,@,Denver Nuggets,L,,113,125,23,16,L 1,19638,2:16,,,4407,4875,897,,,,14125,2599
40,Sat Jan 13 2024,8:30p,,Box Score,@,Dallas Mavericks,W,,118,108,24,16,W 1,20155,2:10,,,4720,4320,960,,,,12744,2832
41,Mon Jan 15 2024,2:30p,,Box Score,@,Dallas Mavericks,L,,120,125,24,17,L 1,20010,2:29,,,4920,5125,984,,,,15000,2880
42,Wed Jan 17 2024,8:00p,,Box Score,,Charlotte Hornets,W,,132,112,25,17,W 1,16093,2:04,,,5544,4704,1050,,,,14784,3300
43,Fri Jan 19 2024,8:00p,,Box Score,,Phoenix Suns,L,,109,123,25,18,L 1,18686,2:07,,,4687,5289,1075,,,,13407,2725
44,Tue Jan 23 2024,8:00p,,Box Score,,Utah Jazz,W,,153,124,26,18,W 1,16032,2:05,,,6732,5456,1144,,,,18972,3978
45,Fri Jan 26 2024,8:00p,,Box Score,,Oklahoma City Thunder,L,,83,107,26,19,L 1,18624,2:00,,,3735,4815,1170,,,,8881,2158
46,Sat Jan 27 2024,8:00p,,Box Score,@,Milwaukee Bucks,L,,117,141,26,20,L 2,17940,2:14,,,5382,6486,1196,,,,16497,3042
47,Mon Jan 29 2024,7:30p,,Box Score,@,Boston Celtics,L,,112,118,26,21,L 3,19156,2:08,,,5264,5546,1222,,,,13216,2912
48,Wed Jan 31 2024,8:00p,,Box Score,@,Houston Rockets,W,,110,99,27,21,W 1,18055,2:14,,,5280,4752,1296,,,,10890,2970
49,Fri Feb 2 2024,8:00p,,Box Score,@,San Antonio Spurs,W,,114,113,28,21,W 2,17207,2:12,,,5586,5537,1372,,,,12882,3192
50,Mon Feb 5 2024,8:00p,,Box Score,,Toronto Raptors,W,,138,100,29,21,W 3,17429,1:59,,,6900,5000,1450,,,,13800,4002
51,Wed Feb 7 2024,10:00p,,Box Score,@,Los Angeles Clippers,W,,117,106,30,21,W 4,19370,2:17,,,5967,5406,1530,,,,12402,3510
52,Fri Feb 9 2024,10:30p,,Box Score,@,Los Angeles Lakers,L,,122,139,30,22,L 1,18997,2:13,,,6344,7228,1560,,,,16958,3660
53,Sat Feb 10 2024,10:00p,,Box Score,@,Portland Trail Blazers,W,,93,84,31,22,W 1,18226,2:02,,,4929,4452,1643,,,,7812,2883
54,Mon Feb 12 2024,8:00p,,Box Score,@,Memphis Grizzlies,W,,96,87,32,22,W 2,15823,,,,5184,4698,1728,,,,8352,3072
55,Wed Feb 14 2024,8:00p,,Box Score,,Washington Wizards,W,,133,126,33,22,W 3,18316,2:30,,,7315,6930,1815,,,,16758,4389
56,Thu Feb 22 2024,8:00p,,Box Score,,Houston Rockets,W,,127,105,34,22,W 4,17421,2:18,,,7112,5880,1904,,,,13335,4318
57,Fri Feb 23 2024,8:00p,,Box Score,,Miami Heat,L,,95,106,34,23,L 1,18658,2:26,,,5415,6042,1938,,,,10070,3230
58,Sun Feb 25 2024,7:00p,,Box Score,,Chicago Bulls,L,,106,114,34,24,L 2,18684,2:05,,,6148,6612,1972,,,,12084,3604
59,Tue Feb 27 2024,7:30p,,Box Score,@,New York Knicks,W,,115,92,35,24,W 1,19812,2:09,,,6785,5428,2065,,,,10580,4025
60,Wed Feb 28 2024,7:30p,,Box Score,@,Indiana Pacers,L,,114,123,35,25,L 1,16010,2:16,,,6840,7380,2100,,,,14022,3990
61,Fri Mar 1 2024,8:00p,,Box Score,,Indiana Pacers,W,,129,102,36,25,W 1,17898,2:12,,,7869,6222,2196,,,,13158,4644
62,Tue Mar 5 2024,7:30p,,Box Score,@,Toronto Raptors,W,,139,98,37,25,W 2,18864,2:00,,,8618,6076,2294,,,,13622,5143
63,Fri Mar 8 2024,7:00p,,Box Score,@,Philadelphia 76ers,W,,103,95,38,25,W 3,19777,2:15,,,6489,5985,2394,,,,9785,3914
64,Sun Mar 10 2024,6:00p,,Box Score,@,Atlanta Hawks,W,,116,103,39,25,W 4,17695,2:02,,,7424,6592,2496,,,,11948,4524
65,Wed Mar 13 2024,8:00p,,Box Score,,Cleveland Cavaliers,L,,95,116,39,26,L 1,17727,1:57,,,6175,7540,2535,,,,11020,3705
66,Fri Mar 15 2024,8:00p,,Box Score,,Los Angeles Clippers,W,,112,104,40,26,W 1,18865,2:09,,,7392,6864,2640,,,,11648,4480
67,Sat Mar 16 2024,7:00p,,Box Score,,Portland Trail Blazers,W,,126,107,41,26,W 2,17725,2:09,,,8442,7169,2747,,,,13482,5166
68,Tue Mar 19 2024,7:30p,,Box Score,@,Brooklyn Nets,W,,104,91,42,26,W 3,17732,2:05,,,7072,6188,2856,,,,9464,4368
69,Thu Mar 21 2024,7:00p,,Box Score,@,Orlando Magic,L,,106,121,42,27,L 1,17094,2:09,,,7314,8349,2898,,,,12826,4452
70,Fri Mar 22 2024,8:00p,,Box Score,@,Miami Heat,W,,111,88,43,27,W 1,19727,1:57,,,7770,6160,3010,,,,9768,4773
71,Sun Mar 24 2024,3:00p,,Box Score,@,Detroit Pistons,W,,114,101,44,27,W 2,19922,2:08,,,8094,7171,3124,,,,11514,5016
72,Tue Mar 26 2024,8:00p,,Box Score,,Oklahoma City Thunder,L,,112,119,44,28,L 1,17436,2:10,,,8064,8568,3168,,,,13328,4928
73,Thu Mar 28 2024,8:00p,,Box Score,,Milwaukee Bucks,W,,107,100,45,28,W 1,17484,2:20,,,7811,7300,3285,,,,10700,4815
74,Sat Mar 30 2024,5:00p,,Box Score,,Boston Celtics,L,,92,104,45,29,L 1,17932,2:01,,,6808,7696,3330,,,,9568,4140
75,Mon Apr 1 2024,8:00p,,Box Score,,Phoenix Suns,L,,111,124,45,30,L 2,17753,2:14,,,8325,9300,3375,,,,13764,4995
76,Wed Apr 3 2024,8:00p,,Box Score,,Orlando Magic,L,,108,117,45,31,L 3,16427,,,,8208,8892,3420,,,,12636,4860
77,Fri Apr 5 2024,8:00p,,Box Score,,San Antonio Spurs,L,,109,111,45,32,L 4,17422,2:01,,,8393,8547,3465,,,,12099,4905
78,Sun Apr 7 2024,6:00p,,Box Score,@,Phoenix Suns,W,,113,105,46,32,W 1,17071,2:13,,,8814,8190,3588,,,,11865,5198
79,Tue Apr 9 2024,10:00p,,Box Score,@,Portland Trail Blazers,W,,110,100,47,32,W 2,18341,2:01,,,8690,7900,3713,,,,11000,5170
80,Thu Apr 11 2024,10:00p,,Box Score,@,Sacramento Kings,W,,135,123,48,32,W 3,17832,2:17,,,10800,9840,3840,,,,16605,6480
81,Fri Apr 12 2024,10:00p,,Box Score,@,Golden State Warriors,W,,114,109,49,32,W 4,18064,2:13,,,9234,8829,3969,,,,12426,5586
82,Sun Apr 14 2024,3:30p,,Box Score,,Los Angeles Lakers,L,,108,124,49,33,L 1,18633,2:16,,,8856,10168,4018,,,,13392,5292
83,Tue Apr 16 2024,7:30p,,Box Score,,Los Angeles Lakers,L,,106,110,49,34,L 2,18591,2:33,Play-In Game,,8798,9130,4067,,,,11660,5194
84,Fri Apr 19 2024,9:30p,,Box Score,,Sacramento Kings,W,,105,98,50,34,W 1,18656,2:22,Play-In Game,,8820,8232,4200,,,,10290,5250
